"","date","produced_items","cost","cost.prev_month","cost.change_prev_month","cost.prev_year","cost.change_prev_year","orders_count","revenue","complaints_opened","complaints_closed","users_active","users_dropped_out","profit","profit.prev_month","profit.change_prev_month","profit.prev_year","profit.change_prev_year","orders_count.prev_month","orders_count.change_prev_month","orders_count.prev_year","orders_count.change_prev_year","revenue.prev_month","revenue.change_prev_month","revenue.prev_year","revenue.change_prev_year","produced_items.prev_month","produced_items.change_prev_month","produced_items.prev_year","produced_items.change_prev_year","users_active.prev_month","users_active.change_prev_month","users_active.prev_year","users_active.change_prev_year","users_dropped_out.prev_month","users_dropped_out.change_prev_month","users_dropped_out.prev_year","users_dropped_out.change_prev_year","complaints_opened.prev_month","complaints_opened.change_prev_month","complaints_opened.prev_year","complaints_opened.change_prev_year","complaints_closed.prev_month","complaints_closed.change_prev_month","complaints_closed.prev_year","complaints_closed.change_prev_year"
"1328",2019-08-20,117,690,564,126,672,18,354,5664,92,81,1194,250,4974,4972,2,3040,1934,346,8,232,122,5536,128,3712,1952,96,21,114,3,1170,24,828,366,232,18,171,79,101,-9,88,4,90,-9,80,1
"1329",2019-08-21,104,612,594,18,528,84,363,5808,98,84,1221,233,5196,5230,-34,3376,1820,364,-1,244,119,5824,-16,3904,1904,101,3,90,14,1224,-3,864,357,246,-13,168,65,87,11,92,6,80,4,76,8
"1330",2019-08-22,118,696,606,90,702,-6,336,5376,93,84,1140,216,4680,5970,-1290,3138,1542,411,-75,240,96,6576,-1200,3840,1536,103,15,119,-1,1365,-225,852,288,269,-53,179,37,92,1,89,4,77,7,77,7
"1331",2019-08-23,113,666,666,0,534,132,405,6480,89,74,1347,271,5814,4966,848,3114,2700,352,53,228,177,5632,848,3648,2832,113,0,91,22,1188,159,816,531,243,28,171,100,90,-1,100,-11,78,-4,88,-14
"1332",2019-08-24,119,702,618,84,540,162,338,5408,88,79,1146,244,4706,5542,-836,3732,974,385,-47,267,71,6160,-752,4272,1136,105,14,92,27,1287,-141,933,213,255,-11,175,69,99,-11,93,-5,90,-11,81,-2
"1333",2019-08-25,95,558,600,-42,684,-126,398,6368,86,73,1326,266,5810,4872,938,2916,2894,342,56,225,173,5472,896,3600,2768,102,-7,116,-21,1158,168,807,519,233,33,177,89,84,2,86,0,70,3,76,-3
"1334",2019-08-26,107,630,582,48,666,-36,359,5744,89,77,1209,245,5114,5178,-64,3670,1444,360,-1,271,88,5760,-16,4336,1408,99,8,113,-6,1212,-3,945,264,241,4,169,76,87,2,89,0,72,5,79,-2
"1335",2019-08-27,119,702,690,12,540,162,313,5008,96,80,1071,213,4306,5470,-1164,3108,1198,385,-72,228,85,6160,-1152,3648,1360,117,2,92,27,1287,-216,816,255,262,-49,180,33,85,11,84,12,78,2,72,8
"1336",2019-08-28,113,666,576,90,648,18,383,6128,89,82,1281,244,5462,5104,358,2520,2942,355,28,198,185,5680,448,3168,2960,98,15,110,3,1197,84,726,555,237,7,150,94,92,-3,92,-3,80,2,76,6
"1337",2019-08-29,92,540,678,-138,528,12,376,6016,86,73,1260,255,5476,5066,410,3456,2020,359,17,249,127,5744,272,3984,2032,115,-23,90,2,1209,51,879,381,249,6,175,80,90,-4,90,-4,75,-2,79,-6
"1338",2019-08-30,119,702,654,48,708,-6,352,5632,97,81,1188,249,4930,5394,-464,3628,1302,378,-26,271,81,6048,-416,4336,1296,111,8,120,-1,1266,-78,945,243,239,10,169,80,85,12,83,14,71,10,72,9
"1339",2019-08-31,97,570,588,-18,528,42,314,5024,92,83,1074,209,4454,4852,-398,2800,1654,340,-26,208,106,5440,-416,3328,1696,100,-3,90,7,1152,-78,756,318,244,-35,167,42,80,12,88,4,72,11,80,3
"1340",2019-09-01,104,612,570,42,660,-48,366,5856,91,77,1230,231,5244,5110,134,3244,2000,355,11,244,122,5680,176,3904,1952,97,7,112,-8,1197,33,864,366,243,-12,167,64,87,4,89,2,76,1,71,6
"1341",2019-09-02,115,678,696,-18,564,114,336,5376,87,80,1140,233,4698,4984,-286,2940,1758,355,-19,219,117,5680,-304,3504,1872,118,-3,96,19,1197,-57,789,351,240,-7,166,67,85,2,93,-6,72,8,81,-1
"1342",2019-09-03,113,666,696,-30,612,54,339,5424,84,71,1149,241,4758,5256,-498,2236,2522,372,-33,178,161,5952,-528,2848,2576,118,-5,104,9,1248,-99,666,483,248,-7,130,111,84,0,89,-5,71,0,82,-11
"1343",2019-09-04,104,612,576,36,684,-72,339,5424,86,71,1149,220,4812,5072,-260,3444,1368,353,-14,258,81,5648,-224,4128,1296,98,6,116,-12,1191,-42,906,243,227,-7,173,47,96,-10,98,-12,80,-9,86,-15
"1344",2019-09-05,91,534,696,-162,630,-96,393,6288,92,80,1311,263,5754,5256,498,3402,2352,372,21,252,141,5952,336,4032,2256,118,-27,107,-16,1248,63,888,423,255,8,189,74,92,0,93,-1,80,0,78,2
"1345",2019-09-06,101,594,672,-78,540,54,351,5616,97,83,1185,252,5022,5136,-114,2740,2282,363,-12,205,146,5808,-192,3280,2336,114,-13,92,9,1221,-36,747,438,231,21,132,120,83,14,82,15,77,6,73,10
"1346",2019-09-07,93,546,648,-102,588,-42,414,6624,85,77,1374,259,6078,4056,2022,3220,2858,294,120,238,176,4704,1920,3808,2816,110,-17,100,-7,1014,360,846,528,218,41,186,73,92,-7,84,1,77,0,68,9
"1347",2019-09-08,119,702,624,78,528,174,355,5680,86,70,1197,257,4978,4688,290,3504,1474,332,23,252,103,5312,368,4032,1648,106,13,90,29,1128,69,888,309,218,39,169,88,91,-5,96,-10,82,-12,88,-18
"1348",2019-09-09,91,534,606,-72,546,-12,392,6272,91,81,1308,243,5738,5282,456,3886,1852,368,24,277,115,5888,384,4432,1840,103,-12,93,-2,1236,72,963,345,244,-1,190,53,88,3,86,5,76,5,73,8
"1349",2019-09-10,109,642,552,90,528,114,424,6784,95,83,1404,275,6142,5384,758,2816,3326,371,53,209,215,5936,848,3344,3440,94,15,90,19,1245,159,759,645,250,25,143,132,95,0,85,10,77,6,74,9
"1350",2019-09-11,101,594,642,-48,600,-6,367,5872,92,80,1233,266,5278,4814,464,4184,1094,341,26,299,68,5456,416,4784,1088,109,-8,102,-1,1155,78,1029,204,235,31,205,61,89,3,91,1,79,1,79,1
"1351",2019-09-12,99,582,618,-36,636,-54,374,5984,82,74,1254,234,5402,4390,1012,3636,1766,313,61,267,107,5008,976,4272,1712,105,-6,108,-9,1071,183,933,321,218,16,192,42,88,-6,81,1,79,-5,70,4
"1352",2019-09-13,114,672,534,138,618,54,347,5552,88,74,1173,244,4880,4762,118,2758,2122,331,16,211,136,5296,256,3376,2176,91,23,105,9,1125,48,765,408,209,35,150,94,85,3,84,4,71,3,72,2
"1353",2019-09-14,114,672,582,90,636,36,408,6528,88,76,1356,261,5856,4730,1126,2468,3388,332,76,194,214,5312,1216,3104,3424,99,15,108,6,1128,228,714,642,236,25,153,108,88,0,90,-2,73,3,76,0
"1354",2019-09-15,108,636,708,-72,666,-30,371,5936,90,75,1245,253,5300,4316,984,3990,1310,314,57,291,80,5024,912,4656,1280,120,-12,113,-5,1074,171,1005,240,223,30,197,56,90,0,85,5,78,-3,73,2
"1355",2019-09-16,116,684,576,108,690,-6,404,6464,92,82,1344,276,5780,5808,-28,2590,3190,399,5,205,199,6384,80,3280,3184,98,18,117,-1,1329,15,747,597,244,32,146,130,91,1,94,-2,81,1,83,-1
"1356",2019-09-17,117,690,558,132,594,96,381,6096,89,79,1275,245,5406,5010,396,2958,2448,348,33,222,159,5568,528,3552,2544,95,22,101,16,1176,99,798,477,245,0,168,77,82,7,85,4,72,7,73,6
"1357",2019-09-18,117,690,600,90,612,78,319,5104,96,79,1089,219,4414,5608,-1194,3660,754,388,-69,267,52,6208,-1104,4272,832,102,15,104,13,1296,-207,933,156,254,-35,174,45,91,5,90,6,79,0,78,1
"1358",2019-09-19,94,552,642,-90,702,-150,308,4928,85,76,1056,229,4376,4990,-614,3090,1286,352,-44,237,71,5632,-704,3792,1136,109,-15,119,-25,1188,-132,843,213,245,-16,174,55,82,3,92,-7,69,7,78,-2
"1359",2019-09-20,111,654,690,-36,672,-18,407,6512,97,83,1353,267,5858,4974,884,3520,2338,354,53,262,145,5664,848,4192,2320,117,-6,114,-3,1194,159,918,435,250,17,193,74,92,5,84,13,81,2,73,10
"1360",2019-09-21,100,588,612,-24,552,36,337,5392,82,70,1143,226,4804,5196,-392,3592,1212,363,-26,259,78,5808,-416,4144,1248,104,-4,94,6,1221,-78,909,234,233,-7,190,36,98,-16,97,-15,84,-14,84,-14
"1361",2019-09-22,100,588,696,-108,528,60,309,4944,100,88,1059,206,4356,4680,-324,2880,1476,336,-27,213,96,5376,-432,3408,1536,118,-18,90,10,1140,-81,771,288,216,-10,151,55,93,7,90,10,84,4,79,9
"1362",2019-09-23,116,684,666,18,612,72,364,5824,86,79,1224,244,5140,5814,-674,2892,2248,405,-41,219,145,6480,-656,3504,2320,113,3,104,12,1347,-123,789,435,271,-27,159,85,89,-3,88,-2,74,5,77,2
"1363",2019-09-24,104,612,702,-90,576,36,305,4880,89,77,1047,204,4268,4706,-438,3760,508,338,-33,271,34,5408,-528,4336,544,119,-15,98,6,1146,-99,945,102,244,-40,181,23,88,1,96,-7,79,-2,82,-5
"1364",2019-09-25,98,576,558,18,672,-96,337,5392,90,73,1143,240,4816,5810,-994,3376,1440,398,-61,253,84,6368,-976,4048,1344,95,3,114,-16,1326,-183,891,252,266,-26,170,70,86,4,78,12,73,0,69,4
"1365",2019-09-26,109,642,630,12,564,78,404,6464,88,77,1344,264,5822,5114,708,4316,1506,359,45,305,99,5744,720,4880,1584,107,2,96,13,1209,135,1047,297,245,19,203,61,89,-1,90,-2,77,0,72,5
"1366",2019-09-27,99,582,702,-120,624,-42,349,5584,86,72,1179,248,5002,4306,696,3120,1882,313,36,234,115,5008,576,3744,1840,119,-20,106,-7,1071,108,834,345,213,35,174,74,96,-10,95,-9,80,-8,85,-13
"1367",2019-09-28,119,702,666,36,684,18,322,5152,94,88,1098,215,4450,5462,-1012,2964,1486,383,-61,228,94,6128,-976,3648,1504,113,6,116,3,1281,-183,816,282,244,-29,174,41,89,5,94,0,82,6,84,4
"1368",2019-09-29,92,540,540,0,648,-108,419,6704,90,75,1389,265,6164,5476,688,4056,2108,376,43,294,125,6016,688,4704,2000,92,0,110,-18,1260,129,1014,375,255,10,182,83,86,4,89,1,73,2,75,0
"1369",2019-09-30,111,654,702,-48,528,126,348,5568,96,86,1176,247,4914,4930,-16,2992,1922,352,-4,220,128,5632,-64,3520,2048,119,-8,90,21,1188,-12,792,384,249,-2,179,68,97,-1,90,6,81,5,80,6
"1370",2019-10-01,96,564,612,-48,696,-132,361,5776,87,74,1215,227,5212,5244,-32,2936,2276,366,-5,227,134,5856,-80,3632,2144,104,-8,118,-22,1230,-15,813,402,231,-4,154,73,91,-4,96,-9,77,-3,82,-8
"1371",2019-10-02,100,588,678,-90,708,-120,357,5712,94,78,1203,258,5124,4698,426,2780,2344,336,21,218,139,5376,336,3488,2224,115,-15,120,-20,1140,63,786,417,233,25,165,93,87,7,75,19,80,-2,65,13
"1372",2019-10-03,106,624,666,-42,618,6,362,5792,89,83,1218,228,5168,4758,410,2582,2586,339,23,200,162,5424,368,3200,2592,113,-7,105,1,1149,69,732,486,241,-13,146,82,84,5,86,3,71,12,74,9
"1373",2019-10-04,106,624,612,12,582,42,359,5744,93,78,1209,247,5120,4812,308,2826,2294,339,20,213,146,5424,320,3408,2336,104,2,99,7,1149,60,771,438,220,27,135,112,86,7,93,0,71,7,78,0
"1374",2019-10-05,95,558,534,24,642,-84,383,6128,92,78,1281,249,5570,5754,-184,3502,2068,393,-10,259,124,6288,-160,4144,1984,91,4,109,-14,1311,-30,909,372,263,-14,189,60,92,0,84,8,80,-2,75,3
"1375",2019-10-06,96,564,594,-30,660,-96,398,6368,89,77,1326,270,5804,5022,782,2700,3104,351,47,210,188,5616,752,3360,3008,101,-5,112,-16,1185,141,762,564,252,18,163,107,97,-8,81,8,83,-6,67,10
"1376",2019-10-07,96,564,546,18,540,24,384,6144,91,83,1284,264,5580,6078,-498,3780,1800,414,-30,270,114,6624,-480,4320,1824,93,3,92,4,1374,-90,942,342,259,5,176,88,85,6,88,3,77,6,77,6
"1377",2019-10-08,93,546,702,-156,552,-6,396,6336,90,79,1320,263,5790,4978,812,3992,1798,355,41,284,112,5680,656,4544,1792,119,-26,94,-1,1197,123,984,336,257,6,191,72,86,4,100,-10,70,9,85,-6
"1378",2019-10-09,104,612,534,78,594,18,342,5472,87,74,1158,230,4860,5738,-878,2926,1934,392,-50,220,122,6272,-800,3520,1952,91,13,101,3,1308,-150,792,366,243,-13,178,52,91,-4,94,-7,81,-7,85,-11
"1379",2019-10-10,109,642,642,0,618,24,331,5296,97,82,1125,231,4654,6142,-1488,3366,1288,424,-93,249,82,6784,-1488,3984,1312,109,0,105,4,1404,-279,879,246,275,-44,162,69,95,2,88,9,83,-1,73,9
"1380",2019-10-11,111,654,594,60,660,-6,374,5984,90,76,1254,238,5330,5278,52,3980,1350,367,7,290,84,5872,112,4640,1344,101,10,112,-1,1233,21,1002,252,266,-28,215,23,92,-2,92,-2,80,-4,82,-6
"1381",2019-10-12,105,618,582,36,648,-30,374,5984,91,79,1254,245,5366,5402,-36,4632,734,374,0,330,44,5984,0,5280,704,99,6,110,-5,1254,0,1122,132,234,11,205,40,82,9,84,7,74,5,71,8
"1382",2019-10-13,95,558,672,-114,612,-54,362,5792,88,78,1218,262,5234,4880,354,3100,2134,347,15,232,130,5552,240,3712,2080,114,-19,104,-9,1173,45,828,390,244,18,168,94,88,0,82,6,74,4,72,6
"1383",2019-10-14,112,660,672,-12,552,108,323,5168,89,75,1101,219,4508,5856,-1348,2856,1652,408,-85,213,110,6528,-1360,3408,1760,114,-2,94,18,1356,-255,771,330,261,-42,163,56,88,1,93,-4,76,-1,82,-7
"1384",2019-10-15,110,648,636,12,564,84,415,6640,93,87,1377,269,5992,5300,692,3740,2252,371,44,269,146,5936,704,4304,2336,108,2,96,14,1245,132,939,438,253,16,179,90,90,3,83,10,75,12,71,16
"1385",2019-10-16,105,618,684,-66,552,66,303,4848,84,71,1041,219,4230,5780,-1550,2856,1374,404,-101,213,90,6464,-1616,3408,1440,116,-11,94,11,1344,-303,771,270,276,-57,169,50,92,-8,91,-7,82,-11,79,-8
"1386",2019-10-17,98,576,690,-114,600,-24,373,5968,89,76,1251,226,5392,5406,-14,2952,2440,381,-8,222,151,6096,-128,3552,2416,117,-19,102,-4,1275,-24,798,453,245,-19,153,73,89,0,94,-5,79,-3,80,-4
"1387",2019-10-18,96,564,690,-126,558,6,378,6048,95,79,1266,253,5484,4414,1070,2194,3290,319,59,172,206,5104,944,2752,3296,117,-21,95,1,1089,177,648,618,219,34,121,132,96,-1,92,3,79,0,83,-4
"1388",2019-10-19,114,672,552,120,612,60,376,6016,91,80,1260,262,5344,4376,968,3132,2212,308,68,234,142,4928,1088,3744,2272,94,20,104,10,1056,204,834,426,229,33,169,93,85,6,94,-3,76,4,82,-2
"1389",2019-10-20,94,552,654,-102,654,-102,390,6240,98,86,1302,259,5688,5858,-170,3170,2518,407,-17,239,151,6512,-272,3824,2416,111,-17,111,-17,1353,-51,849,453,267,-8,172,87,97,1,90,8,83,3,73,13
"1390",2019-10-21,115,678,588,90,570,108,318,5088,94,82,1086,220,4410,4804,-394,3366,1044,337,-19,246,72,5392,-304,3936,1152,100,15,97,18,1143,-57,870,216,226,-6,177,43,82,12,92,2,70,12,82,0
"1391",2019-10-22,111,654,588,66,672,-18,332,5312,91,82,1128,219,4658,4356,302,3536,1122,309,23,263,69,4944,368,4208,1104,100,11,114,-3,1059,69,921,207,206,13,183,36,100,-9,89,2,88,-6,78,4
"1392",2019-10-23,108,636,684,-48,558,78,317,5072,84,74,1083,222,4436,5140,-704,2978,1458,364,-47,221,96,5824,-752,3536,1536,116,-8,95,13,1224,-141,795,288,244,-22,166,56,86,-2,96,-12,79,-5,82,-8
"1393",2019-10-24,109,642,612,30,630,12,353,5648,94,77,1191,241,5006,4268,738,3434,1572,305,48,254,99,4880,768,4064,1584,104,5,107,2,1047,144,894,297,204,37,175,66,89,5,85,9,77,0,77,0
"1394",2019-10-25,119,702,576,126,690,12,365,5840,94,85,1227,253,5138,4816,322,2894,2244,337,28,224,141,5392,448,3584,2256,98,21,117,2,1143,84,804,423,240,13,161,92,90,4,85,9,73,12,70,15
"1395",2019-10-26,109,642,642,0,570,72,359,5744,97,82,1209,236,5102,5822,-720,3702,1400,404,-45,267,92,6464,-720,4272,1472,109,0,97,12,1344,-135,933,276,264,-28,180,56,88,9,91,6,77,5,81,1
"1396",2019-10-27,107,630,582,48,558,72,382,6112,88,80,1278,245,5482,5002,480,3138,2344,349,33,231,151,5584,528,3696,2416,99,8,95,12,1179,99,825,453,248,-3,158,87,86,2,91,-3,72,8,79,1
"1397",2019-10-28,119,702,702,0,534,168,360,5760,82,69,1212,246,5058,4450,608,2538,2520,322,38,192,168,5152,608,3072,2688,119,0,91,28,1098,114,708,504,215,31,160,86,94,-12,90,-8,88,-19,76,-7
"1398",2019-10-29,98,576,540,36,612,-36,360,5760,90,74,1212,249,5184,6164,-980,3388,1796,419,-59,250,110,6704,-944,4000,1760,92,6,104,-6,1389,-177,882,330,265,-16,177,72,90,0,85,5,75,-1,77,-3
"1399",2019-10-30,109,642,654,-12,558,84,358,5728,90,80,1206,229,5086,4914,172,3026,2060,348,10,224,134,5568,160,3584,2144,111,-2,95,14,1176,30,804,402,247,-18,155,74,96,-6,95,-5,86,-6,81,-1
"1400",2019-10-31,93,546,NA,NA,564,-18,341,5456,90,81,1155,249,4910,NA,NA,3244,1666,NA,NA,238,103,NA,NA,3808,1648,NA,NA,96,-3,NA,NA,846,309,NA,NA,156,93,NA,NA,89,1,NA,NA,73,8
"1401",2019-11-01,112,660,564,96,648,12,387,6192,89,73,1293,248,5532,5212,320,3640,1892,361,26,268,119,5776,416,4288,1904,96,16,110,2,1215,78,936,357,227,21,182,66,87,2,86,3,74,-1,80,-7
"1402",2019-11-02,92,540,588,-48,600,-60,392,6272,88,77,1308,253,5732,5124,608,3496,2236,357,35,256,136,5712,560,4096,2176,100,-8,102,-10,1203,105,900,408,258,-5,198,55,94,-6,98,-10,78,-1,80,-3
"1403",2019-11-03,113,666,624,42,708,-42,366,5856,94,81,1230,252,5190,5168,22,2588,2602,362,4,206,160,5792,64,3296,2560,106,7,120,-7,1218,12,750,480,228,24,148,104,89,5,98,-4,83,-2,88,-7
"1404",2019-11-04,90,528,624,-96,708,-180,380,6080,93,84,1272,265,5552,5120,432,2988,2564,359,21,231,149,5744,336,3696,2384,106,-16,120,-30,1209,63,825,447,247,18,160,105,93,0,87,6,78,6,77,7
"1405",2019-11-05,95,558,558,0,564,-6,378,6048,96,80,1266,236,5490,5570,-80,3180,2310,383,-5,234,144,6128,-80,3744,2304,95,0,96,-1,1281,-15,834,432,249,-13,161,75,92,4,88,8,78,2,76,4
"1406",2019-11-06,108,636,564,72,606,30,364,5824,93,83,1224,267,5188,5804,-616,3698,1490,398,-34,269,95,6368,-544,4304,1520,96,12,103,5,1326,-102,939,285,270,-3,188,79,89,4,86,7,77,6,75,8
"1407",2019-11-07,108,636,564,72,684,-48,400,6400,85,76,1332,244,5764,5580,184,3060,2704,384,16,234,166,6144,256,3744,2656,96,12,116,-8,1284,48,834,498,264,-20,179,65,91,-6,93,-8,83,-7,78,-2
"1408",2019-11-08,98,576,546,30,528,48,353,5648,93,79,1191,256,5072,5790,-718,3712,1360,396,-43,265,88,6336,-688,4240,1408,93,5,90,8,1320,-129,927,264,263,-7,177,79,90,3,84,9,79,0,75,4
"1409",2019-11-09,115,678,612,66,612,66,404,6464,86,72,1344,259,5786,4860,926,4268,1518,342,62,305,99,5472,992,4880,1584,104,11,104,11,1158,186,1047,297,230,29,208,51,87,-1,94,-8,74,-2,82,-10
"1410",2019-11-10,107,630,642,-12,618,12,334,5344,83,73,1134,240,4714,4654,60,3222,1492,331,3,240,94,5296,48,3840,1504,109,-2,105,2,1125,9,852,282,231,9,166,74,97,-14,90,-7,82,-9,77,-4
"1411",2019-11-11,115,678,654,24,708,-30,322,5152,91,81,1098,211,4474,5330,-856,3516,958,374,-52,264,58,5984,-832,4224,928,111,4,120,-5,1254,-156,924,174,238,-27,189,22,90,1,87,4,76,5,77,4
"1412",2019-11-12,107,630,618,12,648,-18,360,5760,94,81,1212,247,5130,5366,-236,2200,2930,374,-14,178,182,5984,-224,2848,2912,105,2,110,-3,1254,-42,666,546,245,2,148,99,91,3,89,5,79,2,73,8
"1413",2019-11-13,118,696,558,138,546,150,330,5280,90,75,1122,226,4584,5234,-650,3710,874,362,-32,266,64,5792,-512,4256,1024,95,23,93,25,1218,-96,930,192,262,-36,177,49,88,2,91,-1,78,-3,83,-8
"1414",2019-11-14,120,708,660,48,624,84,447,7152,90,77,1473,279,6444,4508,1936,2112,4332,323,124,171,276,5168,1984,2736,4416,112,8,106,14,1101,372,645,828,219,60,127,152,89,1,86,4,75,2,72,5
"1415",2019-11-15,119,702,648,54,540,162,375,6000,89,83,1257,267,5298,5992,-694,3748,1550,415,-40,268,107,6640,-640,4288,1712,110,9,92,27,1377,-120,936,321,269,-2,186,81,93,-4,88,1,87,-4,74,9
"1416",2019-11-16,105,618,618,0,666,-48,385,6160,89,76,1287,247,5542,4230,1312,3302,2240,303,82,248,137,4848,1312,3968,2192,105,0,113,-8,1041,246,876,411,219,28,165,82,84,5,82,7,71,5,71,5
"1417",2019-11-17,118,696,576,120,696,0,405,6480,101,85,1347,268,5784,5392,392,3464,2320,373,32,260,145,5968,512,4160,2320,98,20,118,0,1251,96,912,435,226,42,204,64,89,12,90,11,76,9,80,5
"1418",2019-11-18,110,648,564,84,624,24,365,5840,86,77,1227,247,5192,5484,-292,3504,1688,378,-13,258,107,6048,-208,4128,1712,96,14,106,4,1266,-39,906,321,253,-6,173,74,95,-9,91,-5,79,-2,74,3
"1419",2019-11-19,105,618,672,-54,618,0,379,6064,94,80,1269,251,5446,5344,102,3430,2016,376,3,253,126,6016,48,4048,2016,114,-9,105,0,1260,9,891,378,262,-11,180,71,91,3,89,5,80,0,80,0
"1420",2019-11-20,99,582,552,30,570,12,381,6096,87,74,1275,253,5514,5688,-174,2886,2628,390,-9,216,165,6240,-144,3456,2640,94,5,97,2,1302,-27,780,495,259,-6,140,113,98,-11,90,-3,86,-12,81,-7
"1421",2019-11-21,90,528,678,-150,552,-24,326,5216,90,80,1110,236,4688,4410,278,3256,1432,318,8,238,88,5088,128,3808,1408,115,-25,94,-4,1086,24,846,264,220,16,180,56,94,-4,90,0,82,-2,75,5
"1422",2019-11-22,112,660,654,6,618,42,371,5936,89,74,1245,254,5276,4658,618,3862,1414,332,39,280,91,5312,624,4480,1456,111,1,105,7,1128,117,972,273,219,35,196,58,91,-2,88,1,82,-8,79,-5
"1423",2019-11-23,111,654,636,18,690,-36,370,5920,91,81,1242,248,5266,4436,830,2542,2724,317,53,202,168,5072,848,3232,2688,108,3,117,-6,1083,159,738,504,222,26,139,109,84,7,89,2,74,7,76,5
"1424",2019-11-24,91,534,642,-108,618,-84,348,5568,85,75,1176,221,5034,5006,28,3174,1860,353,-5,237,111,5648,-80,3792,1776,109,-18,105,-14,1191,-15,843,333,241,-20,167,54,94,-9,97,-12,77,-2,84,-9
"1425",2019-11-25,90,528,702,-174,570,-42,357,5712,95,81,1203,244,5184,5138,46,2470,2714,365,-8,190,167,5840,-128,3040,2672,119,-29,97,-7,1227,-24,702,501,253,-9,149,95,94,1,94,1,85,-4,82,-1
"1426",2019-11-26,106,624,642,-18,552,72,392,6272,101,87,1308,255,5648,5102,546,3112,2536,359,33,229,163,5744,528,3664,2608,109,-3,94,12,1209,99,819,489,236,19,157,98,97,4,97,4,82,5,81,6
"1427",2019-11-27,104,612,630,-18,678,-66,409,6544,90,81,1359,279,5932,5482,450,4554,1378,382,27,327,82,6112,432,5232,1312,107,-3,115,-11,1278,81,1113,246,245,34,225,54,88,2,91,-1,80,1,81,0
"1428",2019-11-28,90,528,702,-174,606,-78,411,6576,85,76,1365,267,6048,5058,990,5602,446,360,51,388,23,5760,816,6208,368,119,-29,103,-13,1212,153,1296,69,246,21,238,29,82,3,89,-4,69,7,80,-4
"1429",2019-11-29,103,606,576,30,564,42,368,5888,95,77,1236,258,5282,5184,98,6124,-842,360,8,418,-50,5760,128,6688,-800,98,5,96,7,1212,24,1386,-150,249,9,282,-24,90,5,92,3,74,3,79,-2
"1430",2019-11-30,115,678,642,36,696,-18,353,5648,98,86,1191,241,4970,5086,-116,5032,-62,358,-5,358,-5,5728,-80,5728,-80,109,6,118,-3,1206,-15,1206,-15,229,12,239,2,90,8,93,5,80,6,77,9
"1431",2019-12-01,96,564,660,-96,564,0,338,5408,89,80,1146,231,4844,5532,-688,4700,144,387,-49,329,9,6192,-784,5264,144,112,-16,96,0,1293,-147,1119,27,248,-17,230,1,89,0,97,-8,73,7,85,-5
"1432",2019-12-02,115,678,540,138,540,138,371,5936,93,79,1245,230,5258,5732,-474,4980,278,392,-21,345,26,6272,-336,5520,416,92,23,92,23,1308,-63,1167,78,253,-23,230,0,88,5,93,0,77,2,81,-2
"1433",2019-12-03,90,528,666,-138,606,-78,344,5504,91,80,1164,234,4976,5190,-214,5346,-370,366,-22,372,-28,5856,-352,5952,-448,113,-23,103,-13,1230,-66,1248,-84,252,-18,256,-22,94,-3,95,-4,81,-1,85,-5
"1434",2019-12-04,99,582,528,54,684,-102,371,5936,84,76,1245,252,5354,5552,-198,6004,-650,380,-9,418,-47,6080,-144,6688,-752,90,9,116,-17,1272,-27,1386,-141,265,-13,280,-28,93,-9,97,-13,84,-8,87,-11
"1435",2019-12-05,103,606,558,48,564,42,393,6288,84,67,1311,258,5682,5490,192,5500,182,378,15,379,14,6048,240,6064,224,95,8,96,7,1266,45,1269,42,236,22,249,9,96,-12,92,-8,80,-13,80,-13
"1436",2019-12-06,94,552,636,-84,546,6,314,5024,93,81,1074,236,4472,5188,-716,5342,-870,364,-50,368,-54,5824,-800,5888,-864,108,-14,93,1,1224,-150,1236,-162,267,-31,260,-24,93,0,87,6,83,-2,73,8
"1437",2019-12-07,104,612,636,-24,594,18,382,6112,90,79,1278,234,5500,5764,-264,4974,526,400,-18,348,34,6400,-288,5568,544,108,-4,101,3,1332,-54,1176,102,244,-10,234,0,85,5,91,-1,76,3,82,-3
"1438",2019-12-08,107,630,576,54,612,18,301,4816,102,89,1035,221,4186,5072,-886,4988,-802,353,-52,350,-49,5648,-832,5600,-784,98,9,104,3,1191,-156,1182,-147,256,-35,239,-18,93,9,93,9,79,10,77,12
"1439",2019-12-09,102,600,678,-78,702,-102,364,5824,82,73,1224,233,5224,5786,-562,5186,38,404,-40,368,-4,6464,-640,5888,-64,115,-13,119,-17,1344,-120,1236,-12,259,-26,226,7,86,-4,76,6,72,1,68,5
"1440",2019-12-10,113,666,630,36,606,60,386,6176,93,80,1290,269,5510,4714,796,4722,788,334,52,333,53,5344,832,5328,848,107,6,103,10,1134,156,1131,159,240,29,245,24,83,10,95,-2,73,7,79,1
"1441",2019-12-11,106,624,678,-54,618,6,375,6000,100,87,1257,249,5376,4474,902,5174,202,322,53,362,13,5152,848,5792,208,115,-9,105,1,1098,159,1218,39,211,38,236,13,91,9,87,13,81,6,74,13
"1442",2019-12-12,114,672,630,42,708,-36,334,5344,89,77,1134,237,4672,5130,-458,4860,-188,360,-26,348,-14,5760,-416,5568,-224,107,7,120,-6,1212,-78,1176,-42,247,-10,229,8,94,-5,88,1,81,-4,78,-1
