date,country,product_type,revenue
2019-10-15,Zimbabwe,Fence,3481
2019-10-15,Spain,Sensoric Cables,3234
2019-10-15,Zimbabwe,Monitoring Cameras,3242
2019-10-15,Sweden,Sensoric Cables,3962
2019-10-15,United States of America,Fence,3659
2019-10-16,Sweden,Fence,3151
2019-10-16,Spain,Sensoric Cables,3091
2019-10-16,Germany,Fence,3840
2019-10-16,Spain,Fence,3229
2019-10-16,Brazil,Fence,3420
2019-10-16,Brazil,Fence,3564
2019-10-16,Zimbabwe,Sensoric Cables,3813
2019-10-17,Sweden,Monitoring Cameras,3150
2019-10-17,Sweden,Monitoring Cameras,3192
2019-10-17,Sweden,Sensoric Cables,3490
2019-10-17,Brazil,Fence,3320
2019-10-17,Sweden,Monitoring Cameras,3844
2019-10-17,United States of America,Monitoring Cameras,3934
2019-10-17,United States of America,Monitoring Cameras,3820
2019-10-18,Zimbabwe,Monitoring Cameras,3941
2019-10-18,Sweden,Sensoric Cables,3171
2019-10-18,Sweden,Sensoric Cables,3142
2019-10-18,Sweden,Sensoric Cables,3159
2019-10-18,Zimbabwe,Fence,3522
2019-10-18,Zimbabwe,Fence,3557
2019-10-18,Zimbabwe,Monitoring Cameras,3152
2019-10-18,United States of America,Fence,3718
2019-10-18,Sweden,Fence,3581
2019-10-19,Spain,Monitoring Cameras,3280
2019-10-19,Spain,Sensoric Cables,3696
2019-10-19,Zimbabwe,Monitoring Cameras,3608
2019-10-19,Spain,Fence,3938
2019-10-19,Sweden,Sensoric Cables,3519
2019-10-19,Germany,Monitoring Cameras,3046
2019-10-20,Sweden,Sensoric Cables,3416
2019-10-20,United States of America,Sensoric Cables,3970
2019-10-20,Brazil,Fence,3739
2019-10-20,United States of America,Monitoring Cameras,3700
2019-10-20,Zimbabwe,Fence,3451
2019-10-20,Spain,Fence,3556
2019-10-20,Sweden,Fence,3490
2019-10-20,Sweden,Fence,3360
2019-10-20,Brazil,Sensoric Cables,3234
2019-10-20,Brazil,Monitoring Cameras,3300
2019-10-20,United States of America,Fence,3260
2019-10-20,Germany,Sensoric Cables,3234
2019-10-21,Germany,Monitoring Cameras,3301
2019-10-21,Spain,Monitoring Cameras,3194
2019-10-21,Germany,Fence,3526
2019-10-21,Zimbabwe,Fence,3845
2019-10-21,Germany,Fence,3368
2019-10-21,Sweden,Monitoring Cameras,3217
2019-10-21,United States of America,Sensoric Cables,3219
2019-10-21,Germany,Fence,3113
2019-10-21,United States of America,Sensoric Cables,3899
2019-10-21,Germany,Fence,3232
2019-10-22,United States of America,Monitoring Cameras,3569
2019-10-22,Brazil,Sensoric Cables,3462
2019-10-22,Zimbabwe,Sensoric Cables,3415
2019-10-22,Zimbabwe,Sensoric Cables,3680
2019-10-22,United States of America,Fence,3404
2019-10-22,Brazil,Monitoring Cameras,3599
2019-10-22,Zimbabwe,Fence,3345
2019-10-22,Germany,Sensoric Cables,3378
2019-10-23,Spain,Fence,3783
2019-10-23,Zimbabwe,Sensoric Cables,3453
2019-10-23,Brazil,Sensoric Cables,3482
2019-10-23,Sweden,Sensoric Cables,3897
2019-10-23,Zimbabwe,Sensoric Cables,3506
2019-10-23,Zimbabwe,Fence,3243
2019-10-23,Sweden,Monitoring Cameras,3503
2019-10-23,Brazil,Monitoring Cameras,3645
2019-10-24,United States of America,Monitoring Cameras,3698
2019-10-24,Spain,Sensoric Cables,3281
2019-10-24,Brazil,Sensoric Cables,3092
2019-10-24,Germany,Fence,3249
2019-10-24,Brazil,Fence,3884
2019-10-24,Spain,Monitoring Cameras,3580
2019-10-25,Brazil,Monitoring Cameras,3911
2019-10-25,Zimbabwe,Fence,3326
2019-10-25,United States of America,Sensoric Cables,3121
2019-10-25,Zimbabwe,Sensoric Cables,3016
2019-10-25,Sweden,Sensoric Cables,3248
2019-10-25,United States of America,Fence,3262
2019-10-25,Germany,Monitoring Cameras,3180
2019-10-26,Sweden,Monitoring Cameras,3425
2019-10-26,United States of America,Monitoring Cameras,3106
2019-10-26,Brazil,Fence,3112
2019-10-26,Spain,Monitoring Cameras,3221
2019-10-26,Zimbabwe,Sensoric Cables,3420
2019-10-26,Brazil,Sensoric Cables,3770
2019-10-26,Spain,Sensoric Cables,3280
2019-10-26,Sweden,Monitoring Cameras,3630
2019-10-26,Brazil,Monitoring Cameras,3642
2019-10-26,United States of America,Monitoring Cameras,3436
2019-10-26,Germany,Sensoric Cables,3361
2019-10-27,Brazil,Monitoring Cameras,3336
2019-10-27,United States of America,Sensoric Cables,3374
2019-10-27,Zimbabwe,Sensoric Cables,3974
2019-10-27,Zimbabwe,Fence,3291
2019-10-27,United States of America,Monitoring Cameras,3403
2019-10-28,Brazil,Monitoring Cameras,3508
2019-10-28,Zimbabwe,Fence,3802
2019-10-28,Brazil,Fence,3364
2019-10-28,Zimbabwe,Monitoring Cameras,3166
2019-10-28,Germany,Fence,3683
2019-10-28,Sweden,Monitoring Cameras,3033
2019-10-29,United States of America,Sensoric Cables,3160
2019-10-29,Germany,Sensoric Cables,3523
2019-10-29,United States of America,Fence,3120
2019-10-29,Brazil,Fence,3611
2019-10-29,United States of America,Monitoring Cameras,3974
2019-10-30,Zimbabwe,Sensoric Cables,3562
2019-10-30,Sweden,Monitoring Cameras,3685
2019-10-30,Brazil,Monitoring Cameras,3073
2019-10-30,Spain,Fence,3606
2019-10-30,Sweden,Fence,3480
2019-10-30,Brazil,Fence,3492
2019-10-30,Brazil,Sensoric Cables,3599
2019-10-30,Spain,Sensoric Cables,3048
2019-10-30,Spain,Monitoring Cameras,3298
2019-10-30,Spain,Monitoring Cameras,3669
2019-10-30,Brazil,Fence,3975
2019-10-30,Brazil,Fence,3244
2019-10-30,United States of America,Monitoring Cameras,3591
2019-10-31,Spain,Sensoric Cables,3565
2019-10-31,United States of America,Fence,3659
2019-10-31,Zimbabwe,Fence,3066
2019-10-31,Brazil,Sensoric Cables,3939
2019-10-31,Brazil,Monitoring Cameras,3489
2019-10-31,Spain,Sensoric Cables,3793
2019-10-31,United States of America,Monitoring Cameras,3792
2019-10-31,Brazil,Fence,3763
2019-11-01,Zimbabwe,Monitoring Cameras,3986
2019-11-01,United States of America,Sensoric Cables,3924
2019-11-01,Zimbabwe,Monitoring Cameras,3103
2019-11-02,Germany,Monitoring Cameras,3601
2019-11-02,Spain,Fence,3728
2019-11-02,United States of America,Sensoric Cables,3130
2019-11-03,Zimbabwe,Sensoric Cables,3800
2019-11-03,Zimbabwe,Sensoric Cables,3410
2019-11-03,Spain,Fence,3407
2019-11-03,Brazil,Monitoring Cameras,3388
2019-11-03,Germany,Fence,3729
2019-11-03,Spain,Sensoric Cables,3294
2019-11-03,Germany,Monitoring Cameras,3445
2019-11-03,Zimbabwe,Fence,3972
2019-11-03,United States of America,Sensoric Cables,3226
2019-11-03,Germany,Monitoring Cameras,3351
2019-11-04,Zimbabwe,Fence,3540
2019-11-04,Sweden,Monitoring Cameras,3747
2019-11-04,United States of America,Fence,3375
2019-11-04,Brazil,Sensoric Cables,3616
2019-11-04,Spain,Sensoric Cables,3006
2019-11-04,Sweden,Fence,3694
2019-11-04,Zimbabwe,Sensoric Cables,3878
2019-11-04,Sweden,Monitoring Cameras,3928
2019-11-04,United States of America,Fence,3807
2019-11-05,Germany,Fence,3332
2019-11-05,United States of America,Fence,3322
2019-11-05,United States of America,Sensoric Cables,3461
2019-11-05,Sweden,Sensoric Cables,3104
2019-11-05,Germany,Monitoring Cameras,3796
2019-11-05,Brazil,Monitoring Cameras,3888
2019-11-05,Sweden,Fence,3718
2019-11-05,United States of America,Monitoring Cameras,3953
2019-11-05,Spain,Sensoric Cables,3978
2019-11-05,Brazil,Sensoric Cables,3684
2019-11-06,Sweden,Fence,3013
2019-11-06,Zimbabwe,Fence,3065
2019-11-06,United States of America,Fence,3112
2019-11-06,Brazil,Fence,3855
2019-11-06,Sweden,Fence,3411
2019-11-07,Brazil,Monitoring Cameras,3380
2019-11-07,Brazil,Sensoric Cables,3461
2019-11-07,Brazil,Fence,3276
2019-11-07,United States of America,Sensoric Cables,3311
2019-11-07,Spain,Monitoring Cameras,3520
2019-11-07,Germany,Fence,3980
2019-11-07,Zimbabwe,Sensoric Cables,3585
2019-11-07,Spain,Sensoric Cables,3027
2019-11-08,United States of America,Sensoric Cables,3202
2019-11-08,Germany,Fence,3827
2019-11-08,Spain,Monitoring Cameras,3297
2019-11-08,Spain,Monitoring Cameras,3591
2019-11-08,Zimbabwe,Sensoric Cables,3566
2019-11-08,Spain,Monitoring Cameras,3622
2019-11-08,Spain,Monitoring Cameras,3074
2019-11-08,Spain,Fence,3993
2019-11-08,Brazil,Monitoring Cameras,3373
2019-11-08,Sweden,Monitoring Cameras,3041
2019-11-08,Zimbabwe,Monitoring Cameras,3330
2019-11-08,Sweden,Fence,3892
2019-11-09,Brazil,Fence,3468
2019-11-09,Brazil,Monitoring Cameras,3945
2019-11-09,Spain,Sensoric Cables,3859
2019-11-09,Sweden,Fence,3299
2019-11-09,Germany,Fence,3880
2019-11-10,Brazil,Sensoric Cables,3481
2019-11-10,Brazil,Monitoring Cameras,3447
2019-11-10,United States of America,Monitoring Cameras,3670
2019-11-10,Brazil,Monitoring Cameras,3576
2019-11-10,Sweden,Sensoric Cables,3988
2019-11-10,Sweden,Fence,3459
2019-11-11,Germany,Monitoring Cameras,3759
2019-11-11,Spain,Sensoric Cables,3384
2019-11-11,Brazil,Fence,3780
2019-11-11,Spain,Sensoric Cables,3349
2019-11-11,Germany,Fence,3147
2019-11-11,United States of America,Sensoric Cables,3434
2019-11-12,Sweden,Fence,3906
2019-11-12,Brazil,Monitoring Cameras,3763
2019-11-12,Brazil,Monitoring Cameras,3931
2019-11-12,Spain,Sensoric Cables,3885
2019-11-12,Spain,Sensoric Cables,3395
2019-11-12,Germany,Sensoric Cables,3388
2019-11-12,Brazil,Fence,3451
2019-11-13,Zimbabwe,Sensoric Cables,3559
2019-11-13,Spain,Sensoric Cables,3794
2019-11-13,Germany,Monitoring Cameras,3935
2019-11-13,Zimbabwe,Monitoring Cameras,3537
2019-11-13,Germany,Sensoric Cables,3845
2019-11-13,Sweden,Monitoring Cameras,3223
2019-11-13,United States of America,Sensoric Cables,3741
2019-11-13,Zimbabwe,Fence,3130
2019-11-14,United States of America,Monitoring Cameras,3685
2019-11-14,Spain,Sensoric Cables,3774
2019-11-14,Spain,Monitoring Cameras,3788
2019-11-14,United States of America,Monitoring Cameras,3960
2019-11-14,Spain,Sensoric Cables,3420
2019-11-14,Zimbabwe,Monitoring Cameras,3826
2019-11-15,Spain,Monitoring Cameras,3501
2019-11-15,Brazil,Sensoric Cables,3051
2019-11-15,Germany,Fence,3739
2019-11-15,Brazil,Sensoric Cables,3340
2019-11-15,Germany,Sensoric Cables,3442
2019-11-15,Sweden,Fence,3267
2019-11-15,Spain,Fence,3321
2019-11-15,Sweden,Sensoric Cables,3797
2019-11-15,Brazil,Fence,3457
2019-11-16,Germany,Sensoric Cables,3674
2019-11-16,Zimbabwe,Fence,3877
2019-11-16,Sweden,Monitoring Cameras,3362
2019-11-16,Germany,Monitoring Cameras,3845
2019-11-16,Zimbabwe,Monitoring Cameras,3379
2019-11-17,Brazil,Fence,3720
2019-11-17,United States of America,Sensoric Cables,3648
2019-11-17,Zimbabwe,Monitoring Cameras,3695
2019-11-17,Brazil,Monitoring Cameras,3505
2019-11-17,Zimbabwe,Monitoring Cameras,3934
2019-11-17,Brazil,Fence,3832
2019-11-17,Sweden,Monitoring Cameras,3739
2019-11-17,Sweden,Fence,3126
2019-11-18,United States of America,Monitoring Cameras,3127
2019-11-18,Zimbabwe,Fence,3152
2019-11-18,Zimbabwe,Monitoring Cameras,3331
2019-11-18,Germany,Fence,3604
2019-11-18,Spain,Monitoring Cameras,3830
2019-11-19,Spain,Sensoric Cables,3480
2019-11-19,Sweden,Monitoring Cameras,3444
2019-11-19,Brazil,Sensoric Cables,3599
2019-11-19,Germany,Fence,3949
2019-11-19,Brazil,Fence,3867
2019-11-19,Sweden,Fence,3930
2019-11-20,Zimbabwe,Sensoric Cables,3549
2019-11-20,Spain,Monitoring Cameras,3403
2019-11-20,Germany,Fence,3985
2019-11-20,Zimbabwe,Fence,3671
2019-11-20,Brazil,Fence,3537
2019-11-20,United States of America,Fence,3490
2019-11-20,Germany,Sensoric Cables,3358
2019-11-20,Spain,Sensoric Cables,3789
2019-11-20,Sweden,Sensoric Cables,3216
2019-11-21,United States of America,Sensoric Cables,3241
2019-11-21,Sweden,Sensoric Cables,3761
2019-11-21,United States of America,Sensoric Cables,3566
2019-11-22,United States of America,Monitoring Cameras,3800
2019-11-22,Zimbabwe,Fence,3109
2019-11-22,United States of America,Monitoring Cameras,3534
2019-11-23,Germany,Fence,3284
2019-11-23,Sweden,Sensoric Cables,3135
2019-11-23,Sweden,Fence,3927
2019-11-24,Spain,Fence,3943
2019-11-24,Brazil,Fence,3350
2019-11-24,United States of America,Sensoric Cables,3561
2019-11-24,Sweden,Monitoring Cameras,3099
2019-11-24,Zimbabwe,Monitoring Cameras,3944
2019-11-25,Zimbabwe,Fence,3795
2019-11-25,Brazil,Monitoring Cameras,3962
2019-11-25,Spain,Monitoring Cameras,3846
2019-11-25,Spain,Monitoring Cameras,3986
2019-11-25,Brazil,Fence,3264
2019-11-25,Spain,Sensoric Cables,3045
2019-11-25,Germany,Fence,3357
2019-11-25,Sweden,Monitoring Cameras,3252
2019-11-25,Sweden,Monitoring Cameras,3433
2019-11-25,Zimbabwe,Sensoric Cables,3414
2019-11-25,Spain,Monitoring Cameras,3160
2019-11-26,Brazil,Fence,3520
2019-11-26,Sweden,Sensoric Cables,3544
2019-11-26,Zimbabwe,Sensoric Cables,3537
2019-11-26,Brazil,Monitoring Cameras,3203
2019-11-26,Zimbabwe,Sensoric Cables,3917
2019-11-26,Brazil,Fence,3660
2019-11-27,Spain,Sensoric Cables,3085
2019-11-27,Spain,Fence,3200
2019-11-27,Sweden,Fence,3615
2019-11-27,Sweden,Monitoring Cameras,3881
2019-11-27,Germany,Fence,3752
2019-11-27,Sweden,Monitoring Cameras,3024
2019-11-28,United States of America,Monitoring Cameras,3449
2019-11-28,Zimbabwe,Sensoric Cables,3393
2019-11-28,Zimbabwe,Sensoric Cables,3192
2019-11-28,Spain,Monitoring Cameras,3325
2019-11-29,Spain,Fence,3167
2019-11-29,Germany,Sensoric Cables,3612
2019-11-29,Sweden,Sensoric Cables,3257
2019-11-29,Zimbabwe,Sensoric Cables,3013
2019-11-29,United States of America,Monitoring Cameras,3407
2019-11-30,Brazil,Sensoric Cables,3381
2019-11-30,Brazil,Monitoring Cameras,3360
2019-11-30,United States of America,Monitoring Cameras,3308
2019-11-30,United States of America,Fence,3483
2019-11-30,Zimbabwe,Sensoric Cables,3091
2019-12-01,Zimbabwe,Sensoric Cables,3819
2019-12-01,United States of America,Fence,3259
2019-12-01,Germany,Fence,3539
2019-12-01,Spain,Monitoring Cameras,3056
2019-12-01,Germany,Sensoric Cables,3516
2019-12-01,Brazil,Monitoring Cameras,3840
2019-12-01,United States of America,Sensoric Cables,3255
2019-12-01,Zimbabwe,Sensoric Cables,3535
2019-12-02,Spain,Sensoric Cables,3104
2019-12-02,United States of America,Monitoring Cameras,3659
2019-12-02,Zimbabwe,Fence,3615
2019-12-02,Spain,Sensoric Cables,3308
2019-12-02,Germany,Fence,3743
2019-12-02,Zimbabwe,Sensoric Cables,3389
2019-12-02,Brazil,Sensoric Cables,3239
2019-12-03,Sweden,Fence,3016
2019-12-03,United States of America,Monitoring Cameras,3677
2019-12-03,Zimbabwe,Monitoring Cameras,3702
2019-12-03,Germany,Sensoric Cables,3536
2019-12-03,United States of America,Fence,3520
2019-12-03,Sweden,Monitoring Cameras,3170
2019-12-04,United States of America,Monitoring Cameras,3190
2019-12-04,United States of America,Fence,3210
2019-12-04,Brazil,Monitoring Cameras,3473
2019-12-04,Sweden,Sensoric Cables,3754
2019-12-04,Sweden,Fence,3223
2019-12-04,Brazil,Monitoring Cameras,3412
2019-12-04,Zimbabwe,Sensoric Cables,3144
2019-12-04,Sweden,Fence,3648
2019-12-04,Germany,Sensoric Cables,3604
2019-12-04,Germany,Monitoring Cameras,3684
2019-12-04,Spain,Sensoric Cables,3959
2019-12-05,Sweden,Fence,3231
2019-12-05,Spain,Sensoric Cables,3356
2019-12-05,United States of America,Monitoring Cameras,3507
2019-12-05,Germany,Fence,3088
2019-12-05,United States of America,Fence,3118
2019-12-06,Germany,Sensoric Cables,3286
2019-12-06,Sweden,Fence,3139
2019-12-06,Spain,Sensoric Cables,3408
2019-12-07,Sweden,Fence,3331
2019-12-07,Germany,Fence,3598
2019-12-07,Germany,Monitoring Cameras,3869
2019-12-07,Germany,Monitoring Cameras,3052
2019-12-07,United States of America,Sensoric Cables,3550
2019-12-08,Sweden,Sensoric Cables,3910
2019-12-08,Brazil,Fence,3838
2019-12-08,Spain,Fence,3480
2019-12-09,Brazil,Sensoric Cables,3773
2019-12-09,United States of America,Monitoring Cameras,3102
2019-12-09,Brazil,Sensoric Cables,3645
2019-12-09,Germany,Monitoring Cameras,3280
2019-12-09,Spain,Fence,3173
2019-12-09,Brazil,Monitoring Cameras,3823
2019-12-09,Germany,Sensoric Cables,3525
2019-12-09,United States of America,Fence,3003
2019-12-09,Spain,Fence,3232
2019-12-10,United States of America,Monitoring Cameras,3910
2019-12-10,Brazil,Sensoric Cables,3756
2019-12-10,Brazil,Sensoric Cables,3386
2019-12-10,Brazil,Fence,3661
2019-12-11,United States of America,Monitoring Cameras,3855
2019-12-11,Sweden,Sensoric Cables,3193
2019-12-11,Brazil,Fence,3109
2019-12-11,Sweden,Sensoric Cables,3724
2019-12-11,Sweden,Monitoring Cameras,3155
2019-12-11,Brazil,Fence,3321
2019-12-11,Spain,Sensoric Cables,3835
2019-12-12,United States of America,Sensoric Cables,3109
2019-12-12,United States of America,Fence,3217
2019-12-12,Sweden,Monitoring Cameras,3456
2019-12-12,Germany,Fence,3899
2019-12-12,Sweden,Monitoring Cameras,3215
2019-12-12,Zimbabwe,Fence,3704
2019-12-13,Brazil,Fence,3543
2019-12-13,Brazil,Monitoring Cameras,3598
2019-12-13,Brazil,Fence,3849
2019-12-13,Zimbabwe,Fence,3212
2019-12-13,United States of America,Sensoric Cables,3238
2019-12-14,Spain,Monitoring Cameras,3717
2019-12-14,Spain,Sensoric Cables,3373
2019-12-14,Germany,Fence,3654
2019-12-14,Zimbabwe,Sensoric Cables,3133
2019-12-14,Zimbabwe,Monitoring Cameras,3404
2019-12-14,Germany,Fence,3292
2019-12-14,United States of America,Sensoric Cables,3274
2019-12-14,Germany,Fence,3548
2019-12-14,Spain,Fence,3046
2019-12-14,Brazil,Sensoric Cables,3082
2019-12-15,Germany,Sensoric Cables,3832
2019-12-15,Spain,Fence,3680
2019-12-15,Sweden,Monitoring Cameras,3260
2019-12-15,Spain,Fence,3622
2019-12-15,Sweden,Sensoric Cables,3061
2019-12-15,Germany,Monitoring Cameras,3467
2019-12-16,Zimbabwe,Fence,3959
2019-12-16,Brazil,Sensoric Cables,3264
2019-12-16,Zimbabwe,Fence,3328
2019-12-16,Zimbabwe,Sensoric Cables,3732
2019-12-16,Brazil,Fence,3991
2019-12-16,Germany,Sensoric Cables,3101
2019-12-16,Brazil,Monitoring Cameras,3008
2019-12-16,Zimbabwe,Sensoric Cables,3217
2019-12-17,Germany,Sensoric Cables,3196
2019-12-17,Sweden,Sensoric Cables,3882
2019-12-17,Spain,Fence,3223
2019-12-17,Brazil,Monitoring Cameras,3503
2019-12-17,Sweden,Sensoric Cables,3750
2019-12-17,Spain,Monitoring Cameras,3878
2019-12-17,Brazil,Monitoring Cameras,3406
2019-12-17,Brazil,Fence,3036
2019-12-17,Zimbabwe,Sensoric Cables,3536
2019-12-18,Germany,Sensoric Cables,3623
2019-12-18,Spain,Fence,3277
2019-12-18,Sweden,Fence,3149
2019-12-18,Germany,Monitoring Cameras,3027
2019-12-18,Zimbabwe,Fence,3157
2019-12-18,Zimbabwe,Fence,3922
2019-12-18,Germany,Monitoring Cameras,3070
2019-12-18,Sweden,Fence,3372
2019-12-18,Zimbabwe,Monitoring Cameras,3483
2019-12-18,Spain,Monitoring Cameras,3916
2019-12-19,Sweden,Sensoric Cables,3944
2019-12-19,Sweden,Monitoring Cameras,3595
2019-12-19,Brazil,Monitoring Cameras,3493
2019-12-19,Germany,Sensoric Cables,3506
2019-12-19,Sweden,Monitoring Cameras,3454
2019-12-19,Zimbabwe,Fence,3713
2019-12-19,United States of America,Sensoric Cables,3605
2019-12-19,Spain,Monitoring Cameras,3884
2019-12-19,United States of America,Fence,3219
2019-12-19,Germany,Monitoring Cameras,3924
2019-12-19,Spain,Sensoric Cables,3216
2019-12-20,Zimbabwe,Fence,3209
2019-12-20,Zimbabwe,Fence,3439
2019-12-20,Zimbabwe,Monitoring Cameras,3264
2019-12-20,Sweden,Fence,3275
2019-12-20,Sweden,Sensoric Cables,3962
2019-12-20,United States of America,Monitoring Cameras,3889
2019-12-20,Brazil,Monitoring Cameras,3103
2019-12-21,Brazil,Sensoric Cables,3598
2019-12-21,United States of America,Fence,3844
2019-12-21,Sweden,Monitoring Cameras,3065
2019-12-21,United States of America,Monitoring Cameras,3464
2019-12-21,Brazil,Sensoric Cables,3776
2019-12-21,Zimbabwe,Monitoring Cameras,3092
2019-12-21,Spain,Monitoring Cameras,3121
2019-12-22,Spain,Monitoring Cameras,3355
2019-12-22,Sweden,Fence,3140
2019-12-22,Spain,Fence,3714
2019-12-22,Sweden,Monitoring Cameras,3836
2019-12-22,Germany,Monitoring Cameras,3623
2019-12-22,Germany,Sensoric Cables,3552
2019-12-22,Spain,Sensoric Cables,3011
2019-12-22,Spain,Monitoring Cameras,3689
2019-12-23,Spain,Sensoric Cables,3523
2019-12-23,Spain,Sensoric Cables,3750
2019-12-23,Germany,Sensoric Cables,3056
2019-12-23,Germany,Fence,3783
2019-12-24,Germany,Monitoring Cameras,3435
2019-12-24,Germany,Sensoric Cables,3041
2019-12-24,United States of America,Monitoring Cameras,3344
2019-12-24,United States of America,Monitoring Cameras,3011
2019-12-24,Germany,Monitoring Cameras,3359
2019-12-24,Sweden,Fence,3088
2019-12-24,Zimbabwe,Monitoring Cameras,3198
2019-12-24,Brazil,Sensoric Cables,3715
2019-12-24,Spain,Sensoric Cables,3335
2019-12-24,Spain,Sensoric Cables,3720
2019-12-25,Brazil,Fence,3149
2019-12-25,Zimbabwe,Sensoric Cables,3200
2019-12-25,Germany,Monitoring Cameras,3569
2019-12-25,Spain,Sensoric Cables,3015
2019-12-25,Zimbabwe,Sensoric Cables,3108
2019-12-25,Germany,Sensoric Cables,3110
2019-12-25,Zimbabwe,Fence,3282
2019-12-25,Germany,Fence,3128
2019-12-25,Spain,Monitoring Cameras,3858
2019-12-25,Spain,Sensoric Cables,3621
2019-12-26,United States of America,Fence,3854
2019-12-26,Zimbabwe,Monitoring Cameras,3632
2019-12-26,Brazil,Monitoring Cameras,3691
2019-12-26,Spain,Monitoring Cameras,3846
2019-12-26,Spain,Fence,3988
2019-12-26,Zimbabwe,Fence,3497
2019-12-26,Spain,Sensoric Cables,3856
2019-12-26,United States of America,Fence,3926
2019-12-26,Spain,Fence,3534
2019-12-26,Sweden,Fence,3942
2019-12-26,Spain,Fence,3300
2019-12-26,Germany,Fence,3603
2019-12-26,United States of America,Sensoric Cables,3721
2019-12-26,Spain,Monitoring Cameras,3549
2019-12-26,Sweden,Monitoring Cameras,3952
2019-12-26,Sweden,Fence,3366
2019-12-27,Germany,Monitoring Cameras,3015
2019-12-27,Brazil,Monitoring Cameras,3081
2019-12-27,United States of America,Sensoric Cables,3659
2019-12-27,Zimbabwe,Monitoring Cameras,3200
2019-12-27,Brazil,Monitoring Cameras,3156
2019-12-27,Zimbabwe,Fence,3719
2019-12-27,Spain,Fence,3392
2019-12-28,Germany,Monitoring Cameras,3007
2019-12-28,United States of America,Sensoric Cables,3144
2019-12-28,Zimbabwe,Monitoring Cameras,3701
2019-12-28,Spain,Fence,3976
2019-12-28,Sweden,Fence,3147
2019-12-28,Germany,Fence,3345
2019-12-28,Brazil,Sensoric Cables,3763
2019-12-28,Brazil,Fence,3855
2019-12-28,Germany,Fence,3464
2019-12-29,Sweden,Sensoric Cables,3855
2019-12-29,United States of America,Fence,3065
2019-12-29,Sweden,Fence,3425
2019-12-29,Zimbabwe,Fence,3735
2019-12-29,Sweden,Monitoring Cameras,3437
2019-12-29,Brazil,Monitoring Cameras,3498
2019-12-29,Brazil,Sensoric Cables,3967
2019-12-29,United States of America,Fence,3506
2019-12-29,Sweden,Fence,3564
2019-12-29,Germany,Fence,3347
2019-12-30,Zimbabwe,Fence,3282
2019-12-30,Brazil,Fence,3601
2019-12-30,Germany,Monitoring Cameras,3260
2019-12-30,Sweden,Fence,3067
2019-12-30,Sweden,Sensoric Cables,3838
2019-12-30,United States of America,Monitoring Cameras,3451
2019-12-31,Sweden,Sensoric Cables,3083
2019-12-31,Zimbabwe,Sensoric Cables,3328
2019-12-31,Brazil,Sensoric Cables,3807
2019-12-31,Brazil,Sensoric Cables,3665
2019-12-31,Spain,Monitoring Cameras,3296
2019-12-31,Sweden,Sensoric Cables,3953
2019-12-31,Spain,Sensoric Cables,3870
2020-01-01,Zimbabwe,Fence,3272
2020-01-01,Brazil,Sensoric Cables,3726
2020-01-01,Spain,Fence,3131
2020-01-02,Brazil,Fence,3844
2020-01-02,Spain,Monitoring Cameras,3459
2020-01-02,Brazil,Sensoric Cables,3084
2020-01-03,Brazil,Sensoric Cables,3222
2020-01-03,Brazil,Fence,3479
2020-01-03,Zimbabwe,Sensoric Cables,3184
2020-01-03,Spain,Sensoric Cables,3917
2020-01-03,Sweden,Sensoric Cables,3309
2020-01-03,Germany,Monitoring Cameras,3581
2020-01-03,Brazil,Fence,3313
2020-01-03,Germany,Sensoric Cables,3365
2020-01-03,Zimbabwe,Fence,3001
2020-01-03,Sweden,Fence,3016
2020-01-04,Sweden,Monitoring Cameras,3826
2020-01-04,Sweden,Monitoring Cameras,3869
2020-01-04,Zimbabwe,Sensoric Cables,3117
2020-01-04,Brazil,Monitoring Cameras,3333
2020-01-05,United States of America,Monitoring Cameras,3655
2020-01-05,Spain,Fence,3554
2020-01-05,Sweden,Sensoric Cables,3258
2020-01-05,Germany,Fence,3672
2020-01-05,Sweden,Fence,3329
2020-01-05,Spain,Monitoring Cameras,3573
2020-01-05,Brazil,Sensoric Cables,3275
2020-01-05,Germany,Sensoric Cables,3728
2020-01-05,United States of America,Sensoric Cables,3031
2020-01-05,Brazil,Sensoric Cables,3223
2020-01-05,Sweden,Monitoring Cameras,3819
2020-01-06,Spain,Fence,3334
2020-01-06,Germany,Monitoring Cameras,3979
2020-01-06,Sweden,Sensoric Cables,3165
2020-01-06,Brazil,Sensoric Cables,3301
2020-01-06,Spain,Fence,3826
2020-01-06,Brazil,Fence,3687
2020-01-06,Zimbabwe,Fence,3672
2020-01-07,Zimbabwe,Monitoring Cameras,3541
2020-01-07,Brazil,Fence,3234
2020-01-07,Spain,Fence,3953
2020-01-07,Germany,Sensoric Cables,3513
2020-01-07,Brazil,Monitoring Cameras,3205
2020-01-08,Germany,Fence,3880
2020-01-08,Brazil,Monitoring Cameras,3291
2020-01-08,Brazil,Sensoric Cables,3907
2020-01-08,Spain,Monitoring Cameras,3762
2020-01-09,Spain,Fence,3828
2020-01-09,Brazil,Monitoring Cameras,3232
2020-01-09,Sweden,Fence,3419
2020-01-09,Brazil,Sensoric Cables,3415
2020-01-09,United States of America,Sensoric Cables,3628
2020-01-10,Germany,Fence,3659
2020-01-10,Brazil,Fence,3931
2020-01-10,Spain,Fence,3283
2020-01-10,Spain,Fence,3785
2020-01-10,Germany,Fence,3982
